company_name,board_approval_date,address,board_amount,actual_benefit
"GEO Specialty Chemicals, Inc.",2013-10-22T00:00:00Z,"1502 North Washington, Bastrop, LA",193770,22671.09
K/D/S Promix LLC,2013-10-22T00:00:00Z,"662 Hwy 90, Belle Rose, LA",1096865,169136.43
"Baton Rouge Fractionators, LLC",2013-10-22T00:00:00Z,"2220 N. River Road, Port Allen, LA",52505,7544.97
"Conrad Shipyard, LLC",2013-10-22T00:00:00Z,"1501 Front Street, Morgan City, LA",1074508,160853.85
"Conrad Aluminum, LLC",2013-10-22T00:00:00Z,"9752 Highway 182 East, Amelia, LA",1874480,280609.66
Stupp Corporation,2013-10-22T00:00:00Z,"12555 Ronaldson Road, Baton Rouge, LA",3873115,640226.07
Conrad Shipyard LLC,2013-10-22T00:00:00Z,"290 Duhon Bypass Road, Amelia, LA",1722666,257883.1
"Hunt Forest Products, L.L.C.",2013-10-22T00:00:00Z,"1860 Hwy 524 East, Pollock, LA",1714324,381094.23
"Capitol Manufacturing Co., LLC",2013-10-22T00:00:00Z,"1125 Capitol Rd., Crowley, LA",1849479,114274.83
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",3910134,628359.02
"Weatherford U.S., LP",2013-10-22T00:00:00Z,"115 Beau Pre Rd, Lafayette, LA",41146,5303.72
"Trinity Marine Products, Inc.",2013-12-10T00:00:00Z,"150 Hwy 21, Madisonville, LA",956729,242114.7
"Arceneaux Ventures, LLC/Accurate Measurement Controls, Inc.",2013-10-22T00:00:00Z,"1138 Wall Road, Broussard, LA",383465,63118.34
"Arceneaux Ventures, LLC/Accurate Measurement Controls, Inc.",2014-10-28T00:00:00Z,"1138 Wall Road, Broussard, LA",233114,45382.52
Nalco Company,2013-10-22T00:00:00Z,"3628 Hwy 44, Garyville, LA",2247876,416757.51
"Daybrook Fisheries, Inc.",2013-10-22T00:00:00Z,"136 Daybrook Road, Empire, LA",1408965,138219.47
"Voith Paper Fabric & Roll Systems, Inc.",2013-10-22T00:00:00Z,"7133 West Park Road, Shreveport, LA",401540,89262.34
Mexichem Fluor Inc.,2013-10-22T00:00:00Z,"4990 ICI Road #B, St. Gabriel, LA",1515904,195096.84
Enterprise Gas Processing LLC,2013-10-22T00:00:00Z,"2300 Bayou Road, St. Bernard, LA",217730,35707.72
Enterprise Gas Processing LLC,2013-10-22T00:00:00Z,"Hwy 61, Norco, LA",170615,29840.56
Enterprise Gas Processing LLC,2013-10-22T00:00:00Z,"Hwy 371 @ Trunkline Rd, Garden City, LA",35406,5300.28
"Ventura Foods, LLC",2013-08-27T00:00:00Z,"715 N. Railroad Ave., Opelousas, LA",818123,70931.26
Libbey Glass Inc.,2013-10-22T00:00:00Z,"4302 Jewella Road, Shreveport, LA",2069689,460091.86
Libbey Glass Inc.,2013-10-22T00:00:00Z,"4302 Jewella Road, Shreveport, LA",4502975,1001011.34
International Paper Company,2013-10-22T00:00:00Z,"1202 Highway 509 N.E., Mansfield, LA",4657906,864973.14
International Paper Company,2013-10-22T00:00:00Z,"1202 Highway 509 N.E., Mansfield, LA",1659535,308175.65
International Paper Company,2013-10-22T00:00:00Z,"1202 Highway 509 N.E., Mansfield, LA",4959897,921052.87
International Paper Company,2013-10-22T00:00:00Z,"2800 South Arkansas St., Springhill, LA",475008,70832.28
International Paper Company,2013-10-22T00:00:00Z,"1202 Highway 509 N.E., Mansfield, LA",4476519,831289.58
International Paper Company,2013-10-22T00:00:00Z,"1202 Highway 509 N.E., Mansfield, LA",4826069,896201.01
Elmer Candy Corporation,2013-10-22T00:00:00Z,"401 N. Fifth St., Ponchatoula, LA",731002,90571.15
Shintech Louisiana LLC,2015-10-27T00:00:00Z,"26270 State Road, Plaquemine, LA",213757328,32448362.39
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",3203835,514856.28
Hexion Inc.,2013-12-10T00:00:00Z,"9288 Highway 75, Geismar, LA",1499388,230758.89
Hexion Inc.,2013-12-10T00:00:00Z,"16122 River Road, Norco, LA",3354242,537098.66
Temple Inland Inc.,2013-10-22T00:00:00Z,"401 Avenue U, Bogalusa, LA",4403734,791351
Temple Inland Inc.,2013-10-22T00:00:00Z,"401 Avenue U, Bogalusa, LA",4041997,726346.86
Temple Inland Inc.,2013-10-22T00:00:00Z,"401 Avenue U, Bogalusa, LA",4566787,820651.62
Temple Inland Inc.,2013-10-22T00:00:00Z,"401 Avenue U, Bogalusa, LA",4714555,847205.53
"Sterling Sugars, LLC",2013-08-27T00:00:00Z,"611 Irish Bend Road, Franklin, LA",3198155,444129.06
"LTS Energy, Inc",2013-10-22T00:00:00Z,"1116 Engineers Road, Belle Chase, LA",123085,12074.64
Graphic Packaging International Inc.,2013-10-22T00:00:00Z,"1000 Jonesboro Rd, West Monroe, LA",4396608,607611.23
"Lake Charles LNG Company, LLC",2013-10-22T00:00:00Z,"8100 Big Lake Road, Lake Charles, LA",2373704,432726.24
"Bridgeman, LLC",2013-10-22T00:00:00Z,"4902 Shed Road, Bossier City, LA",243456,38563.43
"TOTAL Petrochemicals USA, Inc.",2013-10-22T00:00:00Z,"6225 Hwy 75, River Road, Carville, LA",1639373,210987.31
IO Marine Systems Inc,2013-10-22T00:00:00Z,"5200 Toler Street, Harahan, LA",74389,11574.93
Begneaud Manufacturing Inc,2013-12-10T00:00:00Z,"306 East Amedee Drive, Scott, LA",223911,28862.13
"OJ Leasing, LP",2013-10-22T00:00:00Z,"1125 Capitol Rd, Crowley, LA",4683852,538174.59
"Innophos, Inc.",2013-10-22T00:00:00Z,"10810 Highway 75, Geismar, LA",1035538,159369.3
ASAP Industries LLC,2013-10-22T00:00:00Z,"908 Blimp Road, Houma, LA",1041486,128059.84
"Rain CII Carbon, LLC",2013-10-22T00:00:00Z,"1140 Jefferson Highway, Gramercy, LA",1147177,194675.77
"Shintech Louisiana, LLC",2013-10-22T00:00:00Z,"9750 LA Highway 1 South, Addis, LA",833698,119802.4
"Haynes International, Inc.",2013-10-22T00:00:00Z,"3786 Second Street, Arcadia, LA",3990316,629272.83
"Haynes International, Inc.",2013-10-22T00:00:00Z,"3786 Second Street, Arcadia, LA",3451850,544356.75
PCS Nitrogen Fertilizer LP,2013-10-22T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",4269047,657006.33
PCS Nitrogen Fertilizer LP,2013-10-22T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",4063492,625371.42
PCS Nitrogen Fertilizer LP,2013-10-22T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",4692539,722181.75
PCS Nitrogen Fertilizer LP,2013-10-22T00:00:00Z,"LA Hwy 30 & Hwy 3115, Geismar, LA",96544,12425.21
"International Mezzo Technologies, Inc.",2013-10-22T00:00:00Z,"10246 Mammoth Avenue, Baton Rouge, LA",42936,7097.32
"Boise Cascade Wood Products, LLC",2013-12-10T00:00:00Z,"8835 Hwy 1, Lena, LA",1813495,314405.87
BASF Corporation,2013-10-22T00:00:00Z,"109 Hwy 131, Vidalia, LA",1992974,288582.64
Innovative Machine Inc.,2013-10-22T00:00:00Z,"626 Iberia St, Youngsville, LA",249828,32202.83
"Steel Forgings, Inc.",2013-10-22T00:00:00Z,"1810 Barton Drvie, Shreveport, LA",226882,50435.87
Williams Olefins LLC,2013-10-22T00:00:00Z,"5205 Highway 3115, Geismar, LA",795440,122418.22
"Noranda Alumina, LLC",2013-10-22T00:00:00Z,"1111 Airline Hwy 61, Gramercy, LA",4564463,774589.37
"Noranda Alumina, LLC",2013-10-22T00:00:00Z,"1111 Airline Hwy 61, Gramercy, LA",4790246,812904.75
"Shaw Alloy Piping Products, LLC",2013-10-22T00:00:00Z,"740 North Market Street, Shreveport, LA",517169,117974.17
"Impact Windows, LLC",2013-10-22T00:00:00Z,"1207 Airport Drive, Shreveport, LA",195738,31004.9
Ardagh Glass Inc.,2013-10-22T00:00:00Z,"4241 Highway 563, Simsboro, LA",2025643,313990.35
American Sugar Refining Inc.,2013-10-22T00:00:00Z,"7415 Peters Road, Arabi, LA",4794310,786265.2
"Shaw Alloy Piping Products, LLC",2013-10-22T00:00:00Z,"1040 Jack Wells Blvd, Shreveport, LA",725585,114932.82
"Alon Refining Krotz Springs, Inc.",2013-10-22T00:00:00Z,"Highway 105 South, Krotz Springs, LA",1886093,163524.26
"Balmar, LLC",2013-10-22T00:00:00Z,"616 W. Pont Des Mouton Rd., Lafayette, LA",301322,38840.41
"CB&I Energy Services, LLC",2013-10-22T00:00:00Z,"10404 Twin Port Road, Delcambre, LA",119914,13896.23
Pioneer Americas LLC,2013-10-22T00:00:00Z,"4205 Highway 75, St. Gabriel, LA",357020,45948.47
CB&I Walker La L.L.C.,2013-10-22T00:00:00Z,"7012 Hwy. 1 South, Addis, LA",177191,3567.35
"Gesipa Fasteners USA, Inc.",2013-10-22T00:00:00Z,"1830 N Pine St, Vivian, LA",175824,39085.68
Cabot Corporation,2013-10-22T00:00:00Z,"2066 Cabot Road, Ville Platte, LA",16e5,175040
Equistar Chemicals LP,2013-12-10T00:00:00Z,"4101 Highway 108, Westlake, LA",4955036,903303.06
"Stupp Coatings, LLC",2013-10-22T00:00:00Z,"12710 Leisure Road, Baton Rouge, LA",597291,98731.54
"UTLX Manufacturing, LLC",2013-10-22T00:00:00Z,"6325 Hwy 1 North, Alexandria, LA",4535093,753278.95
"Rain CII Carbon, LLC",2013-10-22T00:00:00Z,"700 Coke Plant Road, Chalmette, LA",794193,130247.65
"Entergy Louisiana, LLC - Calcasieu",2013-10-22T00:00:00Z,"1519 Davison Road, Sulphur, LA",4867710,887383.53
"Entergy Arkansas, Inc.",2013-10-22T00:00:00Z,"350 Harvey Gregg Road, Sterlington, LA",551695,74325.48
"Rain CII Carbon, LLC",2013-10-22T00:00:00Z,"1920 Pak Tank Road, Sulphur, LA",167248,30489.31
"Rain CII Carbon, LLC",2013-10-22T00:00:00Z,"801 Prospect Avenue, Norco, LA",1011585,172930.98
"Laitram, LLC",2013-10-22T00:00:00Z,"220 Laitram Lane, Harahan, LA",282967,44029.67
"Lapeyre Stair, Inc.",2013-10-22T00:00:00Z,"5117 Toler Avenue, Harahan, LA",74623,11687.27
"Laitram Machine Shop, LLC",2013-10-22T00:00:00Z,"220 R Laitram Lane, Harahan, LA",73652,11460.25
"Laitram Machinery, Inc.",2013-10-22T00:00:00Z,"220 Laitram Lane, Harahan, LA",443720,69042.83
"Gulf Engineering Co., Inc.",2013-10-22T00:00:00Z,"611-615 Hill St., Jefferson, LA",405456,63088.95
NovelAire Technologies LLC,2013-10-22T00:00:00Z,"10132 Mammoth Avenue, Baton Rouge, LA",38267,6325.54
"Builders Supply Company, Inc.",2013-10-22T00:00:00Z,"1400 Marshall Street, Shreveport, LA",497683,110635.15
"Boise Cascade Wood Products, LLC",2013-12-10T00:00:00Z,"140 Van Ply Road, Oakdale, LA",516858,118929.03
"Boise Cascade Wood Products, LLC",2013-12-10T00:00:00Z,"140 Van Ply Road, Oakdale, LA",749345,172424.51
CB&I Walker La L.L.C.,2013-10-22T00:00:00Z,"30103 Sunland Drive, Walker, LA",2536239,702241.2
"Builders Supply Company, Inc.",2013-10-22T00:00:00Z,"2312 S. Arkansas St, Springhill, LA",46481,7148.78
"Builders Supply Company, Inc.",2013-10-22T00:00:00Z,"4461 Viking Drive, Bossier City, LA",348056,55132.07
"Service Machine & Supply, Inc",2013-08-27T00:00:00Z,"1828 Denais Road, Duson, LA",197374,25441.51
"Newpark Mats and Integrated Services, LLC",2013-10-22T00:00:00Z,"2900 HWY 93, Carencro, LA",25027,3621.19
International Paper Company,2013-10-22T00:00:00Z,"3000 South Arkansas Road, Springhill, LA",1150115,176887.69
"Ternium USA, Inc.",2014-02-25T00:00:00Z,"2500 Ron Bean Blvd., Shreveport, LA",3222698,900010
"McElroy Metal Mill, Inc.",2013-10-22T00:00:00Z,"1500 Hamilton Road, Bossier City, LA",404328,50451.51
CITGO Petroleum Corporation,2013-10-22T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4540089,824338.36
CITGO Petroleum Corporation,2013-10-22T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",3663859,661393.7
CITGO Petroleum Corporation,2013-10-22T00:00:00Z,"4401 Hwy 108, Lake Charles, LA",4141572,738217.1
"GE Oil & Gas Compression Systems, LLC",2013-10-22T00:00:00Z,"10446 River Road, St. Rose, LA",769972,90088.54
Cameron International Corporation,2013-10-22T00:00:00Z,"3007 Hwy 182 E, Berwick, LA",4721889,707315.88
Cameron International Corporation,2013-10-22T00:00:00Z,"No. 6 Holloway Blvd, Ville Platte, LA",7438253,813744.88
"Noranda Alumina, LLC",2013-10-22T00:00:00Z,"1111 Airline Hwy 61, Gramercy, LA",962492,197637.38
Louisiana Generating LLC,2013-10-22T00:00:00Z,"Highway 981, New Roads, LA",3854631,319585.8
Louisiana Generating LLC,2013-10-22T00:00:00Z,"Highway 981, New Roads, LA",3385913,282385.14
"Halco Production Machining, Inc.",2013-10-22T00:00:00Z,"1922 Barton Dr., Shreveport, LA",402176,89403.72
"Amcol Health and Beauty Solutions, Inc.",2013-10-22T00:00:00Z,"301 Laser Lane, Lafayette, LA",551610,71102.53
Sapa Extrusions LLC,2013-08-27T00:00:00Z,"142 Tifton Drive, Delhi, LA",372878,48399.43
"ABB, Inc.",2013-10-22T00:00:00Z,"18321 Swamp Road, Prairieville, LA",613135,91160.36
"Lion Copolymer Geismar, LLC",2013-10-22T00:00:00Z,"36191 Highway 30, Geismar, LA",779981,120039.08
"East West Copolymer, LLC",2013-10-22T00:00:00Z,"5955 Scenic Highway, Baton Rouge, LA",1699910,280995.12
Excel Paralubes,2013-10-22T00:00:00Z,"2800 Old Spanish Trail, Westlake, LA",900039,164077.11
"Cactus Wellhead, LLC dba True Turn Machine, LLC",2013-10-22T00:00:00Z,"4117 Meadow Lane, Bossier City, LA",887289,140546.58
"Frymaster, L.L.C.",2013-10-22T00:00:00Z,"5489 Campus Drive, Shreveport, LA",314964,70016.5
"FWM Mechanical, Inc.",2013-10-22T00:00:00Z,"1200 Davenport Dr., Minden, LA",154297,26682.15
"NovelTech, Inc.",2013-10-22T00:00:00Z,"10132 Mammoth Avenue, Baton Rouge, LA",2086585,344912.5
BASF Corporation,2013-10-22T00:00:00Z,"8404 River Road, Geismar, LA",4916551,756657.2
BASF Corporation,2013-10-22T00:00:00Z,"8404 River Road, Geismar, LA",4950083,761817.77
BASF Corporation,2013-10-22T00:00:00Z,"8404 River Road, Geismar, LA",4988179,767680.75
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",2840052,456396.68
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",4022047,668271.11
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",3094403,497270.88
"Bodycote Thermal Processing, Inc.",2013-12-10T00:00:00Z,"116 Southpark Rd., Lafayette, LA",516251,65893.94
"Shield Pack, LLC",2013-10-22T00:00:00Z,"411 Downing Pines Road, West Monroe, LA",410839,56777.95
Phillips 66 Company,2013-12-10T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",3461346,339558.04
Phillips 66 Company,2013-12-10T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",4973272,487877.98
Phillips 66 Company,2013-12-10T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",4672975,458418.85
"Bailsco Blades & Castings, Inc.",2013-10-22T00:00:00Z,"9500 Paxton Road, Shreveport, LA",272671,60614.76
Gannett River States Publishing Co. dba The Daily Advertiser/The Daily World,2013-12-10T00:00:00Z,"1100 Bertrand Drive, Lafayette, LA",118496,15274.13
Phillips 66 Company,2013-12-10T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",4726208,463641
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4948697,1100095.34
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4767419,1059797.24
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4999562,1111402.63
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4988610,1108967.78
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4412245,980841.84
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4995715,1110547.22
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4962380,1103137.3
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",2288677,508772.67
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",3891536,865088.45
"Lafayette Marble & Tile, Inc.",2013-10-22T00:00:00Z,"3000 N.E. Evangeline Thwy., Lafayette, LA",43866,5654.33
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",3686856,819588.09
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4842108,1076400.61
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4962904,1103253.56
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4453495,990011.94
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4795596,1066060.99
"Calumet Shreveport Lubricants & Waxes, LLC",2013-10-22T00:00:00Z,"3333 Midway Street, Shreveport, LA",4926224,1095099.6
"Calumet Lubricants Co., LP",2013-10-22T00:00:00Z,"10234 Hwy 157, Princeton, LA",3241776,513497.32
"Calumet Lubricants Co., LP",2013-10-22T00:00:00Z,"10234 Hwy 157, Princeton, LA",4158134,658648.43
"Calumet Lubricants Co., L.P.",2013-10-22T00:00:00Z,"1756 Old Hwy 7, Cotton Valley, LA",36995,5689.83
"Louisiana Pigment Company, LP",2013-10-22T00:00:00Z,"3300 Bayou d'Inde Road, Westlake, LA",3737695,681381.8
"Frymaster, L.L.C.",2013-10-22T00:00:00Z,"8700 Line Avenue, Shreveport, LA",1164943,258966.83
"Gordon Sales, Inc.",2013-10-22T00:00:00Z,"5023 Hazel Jones Road, Bossier City, LA",1026509,162333.39
"Louisiana Pigment Company, LP",2013-10-22T00:00:00Z,"3300 Bayou d'Inde Road, Westlake, LA",4785517,872399.75
"Oxbow Calcining, LLC",2013-10-22T00:00:00Z,"2200 Brooklawn Drive, Baton Rouge, LA",4002911,657449.18
International Paper Company,2013-10-22T00:00:00Z,"4537 Highway 480, Campti, LA",4171704,634099.01
Sasol Chemicals (USA) LLC,2013-10-22T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",3200457,583443.31
"Louisiana Pigment Company, LP",2013-10-22T00:00:00Z,"3300 Bayou d'Inde Road, Westlake, LA",2855630,520581.35
"Alma Plantation, LLC",2013-10-22T00:00:00Z,"4612 Alma Road, Lakeland, LA",4596095,383314.32
Phillips 66 Company,2013-10-22T00:00:00Z,"2200 Old Spanish Trail Road, Westlake, LA",3324210,804994.32
Sasol Chemicals (USA) LLC,2013-10-22T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",4419271,805633.1
Sasol Chemicals (USA) LLC,2013-10-22T00:00:00Z,"2201 Old Spanish Trail, Westlake, LA",2938993,535778.42
"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids",2013-10-22T00:00:00Z,"291 A J Estay Road, Fourchon, LA",3503470,643937.79
Baker Hughes Oilfield Operations,2013-10-22T00:00:00Z,"1058 Baker Hughes Drive, Broussard, LA",511498,84192.57
Southwestern Electric Power Company (Dolet Hills Power Plant),2013-10-22T00:00:00Z,"Highway 522, Naborton Road, Mansfield, LA",2267097,420999.91
GE Capital Commercial,2013-10-22T00:00:00Z,"377 Highway 522, Mansfield, LA",1902554,353304.28
Phillips 66 Company,2013-12-10T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",3877866,380418.65
Evonik Corporation,2013-12-10T00:00:00Z,"3606 Hwy 44, Garyville, LA",1398049,259198.28
"Hauser Printing Co, Inc",2013-10-22T00:00:00Z,"1513 Sams St, Harahan, LA",417088,61204.17
Dr. Reddys Laboratories Louisiana LLC,2013-10-22T00:00:00Z,"8800 Line Avenue, Shreveport, LA",1092713,242910.1
"CF Industries, Inc.",2013-12-10T00:00:00Z,"39018 Hwy. 3089, Donaldsonville, LA",4121475,634295
BASF Corporation,2013-12-10T00:00:00Z,"111 West Irene Rd, Zachary, LA",2425080,400865.72
"Firestone Polymers, LLC",2013-10-22T00:00:00Z,"1801 Highway 108 South, Lake Charles, LA",4157931,757990.82
BASF Corporation,2013-10-22T00:00:00Z,"8404 River Road, Geismar, LA",1516374,233369.96
Deltech Corporation,2013-10-22T00:00:00Z,"11911 Scenic Hwy, Baton Rouge, LA",1009326,166841.59
Phillips 66 Company,2013-10-22T00:00:00Z,"2200 Old Spanish Trail Road, Westlake, LA",3621613,660220.05
Williams Olefins LLC,2013-10-22T00:00:00Z,"5205 Highway 3115, Geismar, LA",1501679,231108.4
Arrow Aviation Co LLC,2013-10-22T00:00:00Z,"1318 Smede Hwy (Hwy 92), Broussard, LA",149781,24653.95
"Elevating Boats, LLC",2013-10-22T00:00:00Z,"900 St. Bernard Parkway, Braithwaite, LA",204746,33578.34
"GM Leasing Co., LLC",2013-10-22T00:00:00Z,"1318 Smede Hwy, Broussard, LA",57592,9479.64
Catalyst Old River Hydroelectric LP,2013-10-22T00:00:00Z,"La Hwy 15 & Mississippi Riv, Vidalia, LA",441741,63964.1
"Franke Consumer Products, Inc.",2013-12-10T00:00:00Z,"600 Franke Drive, Ruston, LA",1745661,288462.32
BioLab Inc.,2013-10-22T00:00:00Z,"I-10 Westlake, Westlake, LA",4798908,874840.93
INEOS Americas LLC,2013-12-10T00:00:00Z,"Block 5501, 21255A Hwy 1, Plaquemine, LA",386310,49718.1
"Compass Minerals Louisiana, Inc.",2013-10-22T00:00:00Z,"Cote Blanche Island, Louisa, LA",1604312,240165.51
"Franklin Press, Inc.",2013-10-22T00:00:00Z,"1391 Highland Road, Baton Rouge, LA",337220,55742.47
Dolese Bros. Co. Inc.,2013-10-22T00:00:00Z,"1897 Highway 63, Pine Grove, LA",87583,11788.83
Oil States Skagit-Smatco LLC,2014-08-26T00:00:00Z,"1180 Mulberry Rd, Houma, LA",7e5,101331.98
"Mosaic Fertilizer, LLC",2013-10-22T00:00:00Z,"7520 Highway 44, Uncle Sam, LA",1972664,334761.08
"Mosaic Fertilizer, LLC",2013-10-22T00:00:00Z,"7520 Highway 44, Uncle Sam, LA",2530089,429356.44
"Mosaic Fertilizer, LLC",2013-10-22T00:00:00Z,"7520 Highway 44, Uncle Sam, LA",1930433,327594.48
Formosa Plastics Corporation,2013-10-22T00:00:00Z,"Gulf States Road, Baton Rouge, LA",4802497,793852.75
Formosa Plastics Corporation,2013-10-22T00:00:00Z,"Gulf States Road, Baton Rouge, LA",1033932,170909.29
Formosa Plastics Corporation,2013-10-22T00:00:00Z,"Gulf States Road, Baton Rouge, LA",4891270,808526.93
Formosa Plastics Corporation,2013-10-22T00:00:00Z,"Gulf States Road, Baton Rouge, LA",4779667,790060.11
Honeywell International,2013-10-22T00:00:00Z,"5525 Hwy 3115, Geismar, LA",4944366,760937.93
Honeywell International,2013-10-22T00:00:00Z,"5525 Hwy 3115, Geismar, LA",4661399,717389.31
Honeywell International,2013-10-22T00:00:00Z,"5525 Hwy 3115, Geismar, LA",2122877,326710.77
Honeywell International,2013-10-22T00:00:00Z,"2966 Lupine, Baton Rouge, LA",4890287,808364.44
"UOP, LLC",2013-10-22T00:00:00Z,"1200 Airline Highway, Baton Rouge, LA",2664799,440491.27
