exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
1903,BASF Corporation,"8404 River Road, Geismar, LA",2014/10/28,690026.04000000004,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
1906,Cor-Val,"103 Venture Blvd, Houma, LA",2013/10/22,92745.53999999999,2407,Douglas Patterson,-90.762643609999998,29.602796670000000,1054.027520369197418
1907,T3 Main,"9768 East Main, Houma, LA",2013/10/22,134942.73000000001,259,"GULF INLAND CONTRACTORS, LLC",-90.666380000000004,29.598755000000001,4642.250881781279531
1909,Hexion Inc.,"9288 Highway 75, Geismar, LA",2014/10/28,218880.29000000001,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
1910,"Baker Hughes Oilfield Operations, Inc dba Drilling Fluids","291 A J Estay Road, Fourchon, LA",2014/10/28,200739.63000000000,313,GREATER LAFOURCHE PORT COMMISSION,-90.207499999999996,29.112500000000001,1891.964696698078569
1916,"Baker Hughes Oilfield Operations, Inc dba Completions & Fishing","139 Equity Blvd., Houma, LA",2014/10/28,37615.12000000000,2407,Douglas Patterson,-90.762643609999998,29.602796670000000,1515.458980201155327
1920,"Graham Packaging Company, L.P.","201 Jefferson Highway, Jefferson, LA",2014/10/28,112535.21000000001,789,Sewerage and Water Board of New Orleans,-90.131024999999994,29.959208329999999,2060.274980752276861
1921,Hexion Inc.,"9288 Highway 75, Geismar, LA",2014/10/28,34827.88000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
1925,"Industrial Parts Specialties, L.L.C.","630 Lot Road, Port Allen, LA",2013/10/22,24818.19000000000,537,ExxonMobil Refining and Supply – Baton Rouge Refinery,-91.193382999999997,30.483806000000001,3517.984738337924682
1926,Bunge North America Inc.,"12466 River Road, Destrehan, LA",2016/03/22,867858.90000000002,2146,"Bunge North America, Inc.",-90.349772220000006,29.938186110000000,646.086067728947455
1927,"Innophos, Inc.","10810 Highway 75, Geismar, LA",2013/10/22,431612.76000000001,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4964.707735463049175
1939,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2012/06/26,461343.13000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1940,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2016/12/20,461343.13000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1941,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014/04/29,498769.46000000002,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1942,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2016/06/24,1602429.18999999994,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1943,Columbian Chemicals Company,"370 Columbiam Chemicals Lane, Centerville, LA",2014/10/28,342389.88000000000,1759,"NGL Crude Terminals, LLC",-91.462063889999996,29.677288890000000,2963.918127509909937
1944,"RTD Beverages, LLC","72070 Highway 1077, Covington, LA",2016/10/28,1328732.59000000008,1408,"Reiher, LLC",-90.193060000000003,30.469169999999998,3468.135011088155807
1945,"Air Products and Chemicals, Inc.","12501 River Road, Luling, LA",2013/02/26,33357326.08999999985,2146,"Bunge North America, Inc.",-90.349772220000006,29.938186110000000,2897.919825963097082
1946,NuStar Logistics LP,"7167 Koch Road, Vacherie, LA",2013/06/25,8788554.67999999970,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
1947,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2012/10/23,17704539.76000000164,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
1948,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2017/02/21,17704539.76000000164,1150,NuStar Energy LP,-90.840000000000003,30.031388889999999,1461.343172497765408
1952,Nalco Company,"812 Renaud, Scott, LA",2014/10/28,189042.85000000001,2093,Bayou Backer Erosion Control,-92.040611110000000,30.251666669999999,5079.305547433281390
1958,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2013/06/25,3634129.56000000006,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1959,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2013/12/10,487633.90999999997,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1960,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2014/08/26,6974841.84999999963,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1961,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2017/02/21,504106.10999999999,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1962,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2013/12/10,853643.93000000005,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1963,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2013/04/23,3197154.35000000009,1658,"Shell Chemical, LP",-91.006944439999998,30.176666669999999,1006.669370562904305
1964,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/06/26,157043.10000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1965,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2016/10/28,157043.10000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
1966,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2012/10/23,1139415.13999999990,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
1967,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2016/10/28,1139415.13999999990,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
1968,Standard Crane & Hoist LLC,"3246 West Main, Gray, LA",2013/02/26,93908.09000000000,472,"Entergy Louisiana, LLC",-90.789947220000002,29.691116670000000,2072.799461608251477
1970,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2016/12/20,178635.85000000001,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
1971,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2013/10/22,2010003.62000000011,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3548.010109488730905
1976,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/04/24,2923837.35999999987,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
1977,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,2923837.35999999987,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
1978,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012/02/28,164500.44000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
1979,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017/04/26,164500.44000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
1982,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2016/12/20,5246205.04000000004,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
1983,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2012/12/11,13791.48000000000,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
1984,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2013/12/10,5209700.20000000019,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,2149.108524274770389
1988,"CAP Technologies, LLC","609 Centerville Road, Denham Springs, LA",2013/04/23,468315.26000000001,1510,Lonesome Development,-90.932452999999995,30.478330000000000,5185.222470561803675
1989,"CAP Technologies, LLC","609 Centerville Road, Denham Springs, LA",2016/10/28,468315.26000000001,1510,Lonesome Development,-90.932452999999995,30.478330000000000,5185.222470561803675
1990,"CAP Technologies, LLC","609 Centerville Road, Denham Springs, LA",2013/06/25,468315.26000000001,1510,Lonesome Development,-90.932452999999995,30.478330000000000,5185.222470561803675
1991,"CAP Technologies, LLC","609 Centerville Road, Denham Springs, LA",2014/04/29,1076986.06000000006,1510,Lonesome Development,-90.932452999999995,30.478330000000000,5185.222470561803675
1992,"CAP Technologies, LLC","609 Centerville Road, Denham Springs, LA",2015/04/28,103297.41000000000,1510,Lonesome Development,-90.932452999999995,30.478330000000000,5185.222470561803675
1993,"Lion Copolymer Geismar, LLC","36191 Highway 30, Geismar, LA",2013/10/22,5660006.37000000011,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2875.694038380885104
1994,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2016/10/28,543349.09999999998,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
1995,"Bollinger Algiers, LLC","434 Powder St, New Orleans, LA",2015/12/08,182610.28000000000,572,Regional Transit Authority,-90.062393999999998,29.949021999999999,2412.025821763696968
1999,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2016/10/28,483271.16999999998,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
2005,"Intralox, LLC","201 Laitram Lane, Harahan, LA",2012/09/24,412624.64000000001,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4603.100121082889927
2006,"Intralox, LLC","201 Laitram Lane, Harahan, LA",2016/12/20,412624.64000000001,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4603.100121082889927
2009,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2013/04/23,636886.98999999999,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
2010,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2013/12/10,118159.00000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
2011,EAM Nelson Holding LLC,"3500 Houston River Rd, Westlake, LA",2012/06/26,30619.14000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2012,EAM Nelson Holding LLC,"3500 Houston River Rd, Westlake, LA",2017/02/21,30619.14000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2013,"Bollinger Amelia Repair, LLC","606 Ford Industrial Lane, Morgan City, LA",2012/10/23,592906.07999999996,2472,"Bollinger Amelia Repair, LLC",-91.115920000000003,29.640940000000001,1232.575242298845978
2014,"Bollinger Amelia Repair, LLC","606 Ford Industrial Lane, Morgan City, LA",2017/02/21,592906.07999999996,2472,"Bollinger Amelia Repair, LLC",-91.115920000000003,29.640940000000001,1232.575242298845978
2017,Bollinger Fourchon LLC,"106 Norman Doucet Dr, Golden Meadow, LA",2012/10/23,24644.04000000000,812,Bollinger Fourchon,-90.216655560000007,29.128205560000001,659.961861044180978
2018,"New Generation Shipbuilding, LLC","Browning Avenue, Houma, LA",2013/12/10,970794.06000000006,259,"GULF INLAND CONTRACTORS, LLC",-90.666380000000004,29.598755000000001,2969.730341638052323
2027,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2012/09/24,138341.39000000001,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
2028,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2016/10/28,138341.39000000001,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
2033,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2012/06/26,2846315.08000000007,805,St. Bernard Parish Director of Public Works,-89.959444439999999,29.928333330000001,4953.254903050210487
2034,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2017/06/28,2846315.08000000007,805,St. Bernard Parish Director of Public Works,-89.959444439999999,29.928333330000001,4953.254903050210487
2041,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2012/06/26,225632.44000000000,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,4306.375357823333616
2042,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2017/02/21,225632.44000000000,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,4306.375357823333616
2043,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2012/06/26,551249.06999999995,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2044,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2017/02/21,551249.06999999995,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2049,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2012/06/26,2292124.02000000002,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,540.610662665786208
2050,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2017/02/21,2292124.02000000002,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,540.610662665786208
2051,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2012/06/26,164105.34000000000,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
2052,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2017/02/21,164105.34000000000,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
2057,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2012/06/26,593342.08999999997,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,4292.057201787418308
2058,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2017/02/21,593342.08999999997,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,4292.057201787418308
2059,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2012/06/26,9826395.47000000067,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
2060,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2017/02/21,9826395.47000000067,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
2063,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2012/06/26,83570.80000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2064,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2017/02/21,83570.80000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2067,PCS Nitrogen Fertilizer LP,"LA Hwy 30 & Hwy 3115, Geismar, LA",2013/12/10,6656964.86000000034,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2068,PCS Nitrogen Fertilizer LP,"LA Hwy 30 Hwy 3115, Geismar, LA",2013/12/10,31339487.14000000060,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2069,PCS Nitrogen Fertilizer LP,"LA Hwy 30 & Hwy 3115, Geismar, LA",2015/06/23,1650281.50000000000,2064,Shriver Construction,-91.005933330000005,30.222316670000001,2133.457099249141265
2072,Albemarle Corporation,"Gulf States Road, Baton Rouge, LA",2012/06/26,2674020.25000000000,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,3160.550494612301918
2073,Albemarle Corporation,"Gulf States Road, Baton Rouge, LA",2017/02/21,2674020.25000000000,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,3160.550494612301918
2074,L.A. Poche Perique Tobacco,"6070 Hwy 44, Convent, LA",2015/08/25,187414.00000000000,1201,Yuhuang Chemical Inc,-90.833922220000005,29.992408330000000,3037.640112688981390
2077,"K&B Machine Works, LLC","208 Rebecca Pond Rd, Schriever, LA",2012/06/26,294253.01000000001,757,Entergy Lousiana Inc.,-90.805000000000007,29.688333329999999,3981.082606294725792
2078,K&B Machine Works LLC,"2186 Grand Caillou Road, Houma, LA",2012/06/26,176704.85999999999,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,4067.630158501291589
2093,"Rain CII Carbon, LLC","801 Prospect Avenue, Norco, LA",2015/10/27,141944.22000000000,1387,Valero St. Charles Refinery,-90.392972220000004,30.000208330000000,648.966638913448378
2096,"Americas Styrenics, LLC","9901 Highway 18, St. James, LA",2012/04/24,183713.84000000000,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,1351.129055786761910
2097,"Gramercy Holdings I, LLC","1111 Airline Hwy 61, Gramercy, LA",2012/04/24,1542104.89999999991,2442,St. James Parish Council,-90.668444440000002,30.070319439999999,1731.276610184489755
2098,"Gramercy Holdings I, LLC","1111 Airline Hwy 61, Gramercy, LA",2017/04/26,1542104.89999999991,2442,St. James Parish Council,-90.668444440000002,30.070319439999999,1731.276610184489755
